host,b4101.betzy.sigma2.no,down,2025-01-13 05:41,2025-01-15 08:13
host,b4101.betzy.sigma2.no,down,2025-03-22 00:04,2025-03-22 08:22
host,b4101.betzy.sigma2.no,down,2025-03-29 00:06,2025-03-29 06:58
host,b4101.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:54
host,b4101.betzy.sigma2.no,down,2025-08-14 06:50,2025-08-15 00:02
host,b4102.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 08:13
host,b4102.betzy.sigma2.no,down,2025-03-22 00:08,2025-03-22 08:21
host,b4102.betzy.sigma2.no,down,2025-03-29 00:05,2025-03-29 06:56
host,b4102.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:53
host,b4102.betzy.sigma2.no,down,2025-08-14 06:47,2025-08-15 00:05
host,b4103.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 08:11
host,b4103.betzy.sigma2.no,down,2025-03-22 00:08,2025-03-22 08:21
host,b4103.betzy.sigma2.no,down,2025-03-29 00:05,2025-03-29 06:57
host,b4103.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:52
host,b4103.betzy.sigma2.no,down,2025-08-14 06:47,2025-08-15 00:05
host,b4104.betzy.sigma2.no,down,2025-01-13 05:39,2025-09-01 23:59
host,b4105.betzy.sigma2.no,down,2025-01-13 05:40,2025-01-15 08:13
host,b4105.betzy.sigma2.no,down,2025-03-22 00:04,2025-03-22 08:23
host,b4105.betzy.sigma2.no,down,2025-03-29 00:08,2025-03-29 06:34
host,b4105.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:54
host,b4105.betzy.sigma2.no,down,2025-04-07 08:52,2025-04-08 11:03
host,b4105.betzy.sigma2.no,down,2025-08-14 06:50,2025-08-15 00:05
host,b4106.betzy.sigma2.no,down,2025-01-13 05:45,2025-01-15 08:14
host,b4106.betzy.sigma2.no,down,2025-03-22 00:05,2025-03-22 08:23
host,b4106.betzy.sigma2.no,down,2025-03-29 00:03,2025-03-29 06:56
host,b4106.betzy.sigma2.no,down,2025-03-30 00:06,2025-03-30 10:52
host,b4106.betzy.sigma2.no,down,2025-04-07 08:49,2025-04-08 10:59
host,b4106.betzy.sigma2.no,down,2025-08-14 06:50,2025-08-15 00:02
host,b4107.betzy.sigma2.no,down,2025-01-13 05:45,2025-01-16 09:05
host,b4107.betzy.sigma2.no,down,2025-03-19 09:10,2025-03-21 14:10
host,b4107.betzy.sigma2.no,down,2025-03-22 00:10,2025-03-22 08:23
host,b4107.betzy.sigma2.no,down,2025-03-29 00:04,2025-03-29 06:56
host,b4107.betzy.sigma2.no,down,2025-03-30 00:02,2025-03-30 10:53
host,b4107.betzy.sigma2.no,down,2025-03-31 08:59,2025-03-31 11:57
host,b4107.betzy.sigma2.no,down,2025-08-14 06:46,2025-08-15 00:04
host,b4108.betzy.sigma2.no,down,2025-01-13 05:42,2025-09-01 23:59
host,b4109.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 10:08
host,b4109.betzy.sigma2.no,down,2025-02-03 15:22,2025-03-31 11:56
host,b4109.betzy.sigma2.no,down,2025-08-14 06:50,2025-08-15 00:05
host,b4110.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 10:08
host,b4110.betzy.sigma2.no,down,2025-01-15 15:05,2025-01-16 09:16
host,b4110.betzy.sigma2.no,down,2025-03-22 00:08,2025-03-22 08:22
host,b4110.betzy.sigma2.no,down,2025-03-29 00:08,2025-03-29 06:34
host,b4110.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:53
host,b4110.betzy.sigma2.no,down,2025-07-08 05:24,2025-07-08 12:52
host,b4110.betzy.sigma2.no,down,2025-08-14 06:47,2025-08-15 00:02
host,b4111.betzy.sigma2.no,down,2025-01-01 00:00,2025-01-16 09:16
host,b4111.betzy.sigma2.no,down,2025-03-22 00:04,2025-03-22 08:22
host,b4111.betzy.sigma2.no,down,2025-03-29 00:06,2025-03-29 06:58
host,b4111.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:52
host,b4111.betzy.sigma2.no,down,2025-04-11 07:53,2025-09-01 23:59
host,b4112.betzy.sigma2.no,down,2025-01-13 05:42,2025-01-15 10:08
host,b4112.betzy.sigma2.no,down,2025-01-15 15:08,2025-01-16 09:16
host,b4112.betzy.sigma2.no,down,2025-03-22 00:08,2025-03-22 08:22
host,b4112.betzy.sigma2.no,down,2025-03-29 00:06,2025-03-29 06:58
host,b4112.betzy.sigma2.no,down,2025-03-30 00:02,2025-03-30 10:53
host,b4112.betzy.sigma2.no,down,2025-07-08 05:23,2025-07-08 13:00
host,b4112.betzy.sigma2.no,down,2025-08-14 06:51,2025-08-15 00:03
host,b4113.betzy.sigma2.no,down,2025-01-13 05:42,2025-01-15 08:10
host,b4113.betzy.sigma2.no,down,2025-03-22 00:11,2025-03-22 08:24
host,b4113.betzy.sigma2.no,down,2025-03-29 00:05,2025-03-29 06:57
host,b4113.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:52
host,b4113.betzy.sigma2.no,down,2025-08-14 06:50,2025-08-15 00:02
host,b4114.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 08:09
host,b4114.betzy.sigma2.no,down,2025-03-22 00:07,2025-03-22 08:21
host,b4114.betzy.sigma2.no,down,2025-03-29 00:06,2025-03-29 06:58
host,b4114.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:51
host,b4114.betzy.sigma2.no,down,2025-08-14 06:49,2025-08-15 00:04
host,b4115.betzy.sigma2.no,down,2025-01-13 05:43,2025-01-15 08:11
host,b4115.betzy.sigma2.no,down,2025-03-22 00:03,2025-03-22 08:22
host,b4115.betzy.sigma2.no,down,2025-03-29 00:04,2025-03-29 06:57
host,b4115.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:53
host,b4115.betzy.sigma2.no,down,2025-08-14 06:45,2025-08-15 00:04
host,b4116.betzy.sigma2.no,down,2025-01-13 05:45,2025-01-15 08:11
host,b4116.betzy.sigma2.no,down,2025-02-18 06:55,2025-02-19 06:29
host,b4116.betzy.sigma2.no,down,2025-03-22 00:04,2025-03-22 08:22
host,b4116.betzy.sigma2.no,down,2025-03-29 00:05,2025-03-29 06:56
host,b4116.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:51
host,b4116.betzy.sigma2.no,down,2025-04-08 07:30,2025-04-08 18:59
host,b4116.betzy.sigma2.no,down,2025-08-14 06:46,2025-08-15 00:02
host,b4117.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 08:09
host,b4117.betzy.sigma2.no,down,2025-02-18 06:57,2025-02-19 06:29
host,b4117.betzy.sigma2.no,down,2025-03-22 00:06,2025-03-22 08:20
host,b4117.betzy.sigma2.no,down,2025-03-29 00:04,2025-03-29 06:56
host,b4117.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:52
host,b4117.betzy.sigma2.no,down,2025-08-14 06:46,2025-08-15 00:04
host,b4118.betzy.sigma2.no,down,2025-01-13 05:44,2025-02-19 06:29
host,b4118.betzy.sigma2.no,down,2025-03-22 00:06,2025-03-22 08:20
host,b4118.betzy.sigma2.no,down,2025-03-29 00:05,2025-03-29 06:58
host,b4118.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:53
host,b4118.betzy.sigma2.no,down,2025-08-14 06:46,2025-08-15 00:04
host,b4119.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 08:12
host,b4119.betzy.sigma2.no,down,2025-03-22 00:04,2025-03-22 08:22
host,b4119.betzy.sigma2.no,down,2025-03-29 00:06,2025-03-29 06:58
host,b4119.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:52
host,b4119.betzy.sigma2.no,down,2025-08-14 06:47,2025-08-15 00:04
host,b4120.betzy.sigma2.no,down,2025-01-13 05:40,2025-01-15 08:11
host,b4120.betzy.sigma2.no,down,2025-03-22 00:10,2025-03-22 08:24
host,b4120.betzy.sigma2.no,down,2025-03-29 00:08,2025-03-29 06:34
host,b4120.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:52
host,b4120.betzy.sigma2.no,down,2025-08-14 06:46,2025-08-15 00:04
host,b4121.betzy.sigma2.no,down,2025-01-13 05:39,2025-09-01 23:59
host,b4122.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 08:13
host,b4122.betzy.sigma2.no,down,2025-03-22 00:07,2025-03-22 08:21
host,b4122.betzy.sigma2.no,down,2025-03-29 00:08,2025-03-29 06:33
host,b4122.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:51
host,b4122.betzy.sigma2.no,down,2025-08-14 06:47,2025-08-15 00:05
host,b4123.betzy.sigma2.no,down,2025-01-13 05:40,2025-01-15 08:09
host,b4123.betzy.sigma2.no,down,2025-03-22 00:05,2025-03-22 08:23
host,b4123.betzy.sigma2.no,down,2025-03-29 00:06,2025-03-29 06:58
host,b4123.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:53
host,b4123.betzy.sigma2.no,down,2025-08-14 06:47,2025-08-15 00:04
host,b4124.betzy.sigma2.no,down,2025-01-13 05:43,2025-09-01 23:59
host,b4125.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 08:13
host,b4125.betzy.sigma2.no,down,2025-03-22 00:11,2025-03-22 08:24
host,b4125.betzy.sigma2.no,down,2025-03-29 00:06,2025-03-29 06:58
host,b4125.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:52
host,b4125.betzy.sigma2.no,down,2025-07-08 05:26,2025-07-09 14:04
host,b4125.betzy.sigma2.no,down,2025-08-14 06:46,2025-08-15 00:04
host,b4126.betzy.sigma2.no,down,2025-01-13 05:42,2025-01-15 08:09
host,b4126.betzy.sigma2.no,down,2025-03-22 00:10,2025-03-22 08:24
host,b4126.betzy.sigma2.no,down,2025-03-29 00:05,2025-03-29 06:57
host,b4126.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:52
host,b4126.betzy.sigma2.no,down,2025-04-08 07:30,2025-04-08 18:58
host,b4126.betzy.sigma2.no,down,2025-07-08 05:25,2025-07-09 14:03
host,b4126.betzy.sigma2.no,down,2025-08-14 06:47,2025-08-15 00:04
host,b4127.betzy.sigma2.no,down,2025-01-13 05:43,2025-01-15 08:09
host,b4127.betzy.sigma2.no,down,2025-03-22 00:04,2025-03-22 08:23
host,b4127.betzy.sigma2.no,down,2025-03-29 00:05,2025-03-29 06:57
host,b4127.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:53
host,b4127.betzy.sigma2.no,down,2025-07-08 05:25,2025-07-09 14:04
host,b4127.betzy.sigma2.no,down,2025-08-14 06:50,2025-08-15 00:02
host,b4128.betzy.sigma2.no,down,2025-01-13 05:44,2025-01-15 08:09
host,b4128.betzy.sigma2.no,down,2025-03-22 00:05,2025-03-22 08:19
host,b4128.betzy.sigma2.no,down,2025-03-29 00:03,2025-03-29 06:56
host,b4128.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:52
host,b4128.betzy.sigma2.no,down,2025-08-14 06:49,2025-08-15 00:03
host,b4129.betzy.sigma2.no,down,2025-01-13 05:45,2025-01-15 08:11
host,b4129.betzy.sigma2.no,down,2025-03-22 00:11,2025-03-22 08:24
host,b4129.betzy.sigma2.no,down,2025-03-29 00:05,2025-03-29 06:57
host,b4129.betzy.sigma2.no,down,2025-03-30 00:05,2025-03-30 10:53
host,b4129.betzy.sigma2.no,down,2025-08-14 06:47,2025-08-15 00:02
host,b4130.betzy.sigma2.no,down,2025-01-13 05:45,2025-01-15 08:09
host,b4130.betzy.sigma2.no,down,2025-03-22 00:04,2025-03-22 08:23
host,b4130.betzy.sigma2.no,down,2025-03-29 00:03,2025-03-29 06:56
host,b4130.betzy.sigma2.no,down,2025-03-30 00:04,2025-03-30 10:53
